UTGDAG,SVFN,POSTNR,KAUPVERD,EINFLM,FERMETRAVERD,TEGUND
2007-04,1000,203,21700000,"105,2",206274,Fjölbýli
2007-04,1000,203,22240000,"109,4",203291,Fjölbýli
2007-04,0,105,20150000,"86,9",231876,Fjölbýli
2007-04,3000,300,26500000,"152,0",174342,Einbýli
2007-04,0,112,31100000,"140,4",221510,Fjölbýli
2007-05,0,101,36500000,"101,7",358899,Fjölbýli
2007-05,0,101,19300000,"52,2",369732,Fjölbýli
2007-04,0,101,19000000,"78,6",241730,Fjölbýli
2007-03,0,103,30000000,"100,3",299103,Fjölbýli
2007-04,0,109,15600000,"56,7",275132,Fjölbýli
2007-04,0,110,21600000,"96,3",224299,Fjölbýli
2007-04,0,101,19500000,"81,3",239852,Fjölbýli
2007-04,0,107,25500000,"137,7",185185,Fjölbýli
2007-05,3000,300,29700000,"193,0",153886,Fjölbýli
2007-05,6000,600,29500000,"175,8",167804,Einbýli
2007-03,2510,245,15500000,"120,4",128738,Einbýli
2007-05,2000,230,10300000,"65,2",157975,Fjölbýli
2007-04,2000,230,12750000,"80,6",158189,Fjölbýli
2007-04,1400,221,23800000,"113,4",209877,Fjölbýli
2007-04,1400,220,24000000,"140,8",170455,Fjölbýli
2007-04,7400,700,17100000,"107,5",159070,Einbýli
2007-04,0,111,11000000,"42,9",256410,Fjölbýli
2007-05,0,112,21200000,"92,7",228695,Fjölbýli
2007-05,0,108,38500000,"137,2",280612,Fjölbýli
2007-05,8200,800,23800000,"119,8",198664,Sérbýli
2007-04,1400,221,19600000,"95,7",204807,Fjölbýli
2007-04,1300,210,24200000,"87,3",277205,Fjölbýli
2007-05,0,109,17700000,"88,2",200680,Fjölbýli
2007-05,0,108,55000000,"242,7",226617,Sérbýli
2007-05,0,107,28900000,"132,2",218608,Fjölbýli
2007-04,2300,240,27900000,"167,3",166766,Fjölbýli
2007-05,1400,221,48500000,"218,8",221664,Sérbýli
2007-05,3609,311,18000000,"147,4",122117,Sérbýli
2007-04,2000,230,23700000,"149,2",158847,Sérbýli
2007-05,1300,210,21600000,"85,7",252042,Fjölbýli
2007-05,0,107,16500000,"66,8",247006,Fjölbýli
2007-05,8717,815,20750000,"180,2",115150,Einbýli
2007-05,1400,220,16500000,"75,2",219415,Fjölbýli
2007-05,1400,221,26500000,"127,4",208006,Fjölbýli
2007-04,1000,203,21700000,"102,8",211089,Fjölbýli
2007-04,0,105,32200000,"126,1",255353,Fjölbýli
2007-05,1400,221,32400000,"158,0",205063,Fjölbýli
2007-04,1400,220,21000000,"122,2",171849,Fjölbýli
2007-04,0,107,27900000,"117,6",237245,Fjölbýli
2007-05,8200,800,13100000,"86,6",151270,Sérbýli
2007-05,8200,800,18700000,"125,2",149361,Fjölbýli
2007-05,0,109,16000000,"87,2",183486,Fjölbýli
2007-05,0,107,30750000,"103,2",297965,Fjölbýli
2007-05,0,113,21400000,"85,4",250585,Fjölbýli
2007-04,1604,270,48500000,"232,9",208244,Einbýli
2007-05,0,112,19500000,"92,2",211497,Fjölbýli
2007-05,0,105,29200000,"111,7",261415,Fjölbýli
2007-04,3000,300,15000000,"143,9",104239,Fjölbýli
2007-05,3000,300,9000000,"78,7",114358,Fjölbýli
2007-05,6000,603,18400000,"96,3",191070,Fjölbýli
2007-05,6000,600,18400000,"95,6",192469,Fjölbýli
2007-05,1400,221,26700000,"124,2",214976,Fjölbýli
2007-04,0,101,17500000,"59,4",294613,Fjölbýli
2007-05,0,108,17500000,"129,6",135031,Fjölbýli
2007-05,0,112,57500000,"212,4",270716,Einbýli
2007-05,0,105,19900000,"64,2",309969,Fjölbýli
2007-05,0,112,17000000,"75,4",225464,Fjölbýli
2007-05,0,104,15150000,"62,3",243178,Fjölbýli
2007-04,6000,600,17650000,"87,2",202408,Fjölbýli
2007-04,1400,220,14500000,"69,6",208333,Fjölbýli
2007-04,0,112,20900000,"82,4",253641,Fjölbýli
2007-05,0,105,15000000,"63,7",235479,Fjölbýli
2007-05,0,104,32000000,"130,5",245211,Fjölbýli
2007-05,0,105,15100000,"61,2",246732,Fjölbýli
2007-05,0,101,19000000,"58,9",322581,Fjölbýli
2007-05,1604,270,22000000,"87,5",251429,Fjölbýli
2007-05,1300,210,26500000,"101,0",262376,Fjölbýli
2007-05,7400,700,20400000,"127,1",160504,Einbýli
2007-03,2000,260,20500000,"113,0",181416,Fjölbýli
2007-04,1400,221,38500000,"165,4",232769,Sérbýli
2007-05,1300,210,24900000,"104,1",239193,Fjölbýli
2007-05,0,105,47000000,"134,8",348665,Fjölbýli
2007-05,0,112,20100000,"92,2",218004,Fjölbýli
2007-04,0,108,12000000,"41,8",287081,Fjölbýli
2007-03,2506,190,16600000,"58,4",284247,Einbýli
2007-05,1300,210,26500000,"117,8",224958,Fjölbýli
2007-05,0,101,19500000,"61,9",315024,Fjölbýli
2007-04,2510,245,15000000,"120,0",125000,Fjölbýli
2007-04,2510,250,13700000,"86,7",158016,Fjölbýli
2007-05,2000,260,18600000,"100,5",185075,Fjölbýli
2007-05,1000,200,21500000,"101,1",212661,Fjölbýli
2007-05,1000,200,17600000,"65,5",268702,Fjölbýli
2007-05,3000,300,21700000,"106,0",204717,Fjölbýli
2007-04,3000,300,18500000,"93,7",197439,Fjölbýli
2007-04,3000,300,21700000,"105,0",206667,Fjölbýli
2007-05,3000,300,21900000,"107,1",204482,Fjölbýli
2007-05,3000,300,22100000,"107,1",206349,Fjölbýli
2007-05,8614,850,12800000,"90,7",141125,Fjölbýli
2007-05,8613,860,12350000,"79,1",156131,Einbýli
2007-05,0,110,14500000,"58,7",247019,Fjölbýli
2007-05,0,105,37500000,"152,4",246063,Fjölbýli
2007-05,0,105,16100000,"68,1",236417,Fjölbýli
2007-05,0,116,29000000,"122,9",235964,Sérbýli
2007-05,0,110,18500000,"88,4",209276,Fjölbýli
2007-04,0,108,44600000,"295,5",150931,Einbýli
2007-05,0,104,51000000,"209,6",243321,Fjölbýli
2007-05,0,108,30200000,"94,1",320935,Fjölbýli
2007-05,0,112,36400000,"136,7",266277,Fjölbýli
2007-05,0,105,17000000,"53,6",317164,Fjölbýli
2007-04,0,112,24000000,"104,1",230548,Fjölbýli
2007-05,0,105,18500000,"96,6",191511,Fjölbýli
2007-05,0,101,30500000,"117,4",259796,Einbýli
2007-05,0,105,15300000,"68,3",224012,Fjölbýli
2007-05,0,110,20500000,"80,2",255611,Fjölbýli
2007-04,0,101,25000000,"93,2",268240,Fjölbýli
2007-04,0,112,23300000,"101,6",229331,Fjölbýli
2007-05,3000,300,17900000,"91,6",195415,Fjölbýli
2007-05,3000,300,19400000,"124,6",155698,Fjölbýli
2007-05,6000,603,51000000,"225,1",226566,Einbýli
2007-05,8200,800,28700000,"177,6",161599,Einbýli
2007-05,8200,800,14700000,"69,3",212121,Fjölbýli
2007-05,2000,260,12500000,"68,4",182749,Fjölbýli
2007-05,2000,230,31000000,"172,8",179398,Einbýli
2007-04,2506,190,37000000,"192,4",192308,Einbýli
2007-05,1300,210,48000000,"148,1",324105,Fjölbýli
2007-05,1400,221,42000000,"181,0",232044,Fjölbýli
2007-05,1400,220,22700000,"124,9",181745,Fjölbýli
2007-05,1400,221,23200000,"108,7",213431,Fjölbýli
2007-05,1000,203,24600000,"99,0",248485,Fjölbýli
2007-05,1000,203,24600000,"99,1",248234,Fjölbýli
2007-05,7400,700,14900000,"85,2",174883,Fjölbýli
2007-05,0,103,24500000,"119,6",204849,Fjölbýli
2007-05,0,108,30000000,"109,1",274977,Einbýli
2007-05,2000,230,11800000,"95,0",124211,Fjölbýli
2007-05,1400,220,19500000,"119,7",162907,Fjölbýli
2007-05,1400,220,17300000,"86,7",199539,Fjölbýli
2007-05,1400,220,21500000,"126,2",170365,Fjölbýli
2007-05,8200,820,14500000,"157,2",92239,Einbýli
2007-05,2300,240,17500000,"135,8",128866,Einbýli
2007-05,2300,240,11700000,"61,3",190865,Sérbýli
2007-05,0,101,19100000,"89,4",213647,Fjölbýli
2007-05,3609,310,17400000,"106,3",163688,Fjölbýli
2007-04,8200,800,18800000,"159,1",118165,Einbýli
2007-05,2000,230,11500000,"72,2",159280,Fjölbýli
2007-05,2000,260,18600000,"106,1",175306,Fjölbýli
2007-05,0,101,47800000,"135,3",353289,Fjölbýli
2007-05,3000,300,15000000,"102,0",147059,Fjölbýli
2007-05,8200,800,24500000,"202,2",121167,Einbýli
2007-05,0,110,38900000,"160,6",242217,Sérbýli
2007-05,0,112,20500000,"88,5",231638,Fjölbýli
2007-05,0,111,17400000,"74,6",233244,Fjölbýli
2007-05,0,113,54000000,"199,5",270677,Sérbýli
2007-05,0,105,28440000,"109,9",258781,Fjölbýli
2007-05,0,108,80000000,"234,0",341880,Einbýli
2007-05,0,108,51000000,"197,7",257967,Einbýli
2007-05,0,112,19900000,"82,9",240048,Fjölbýli
2007-05,0,112,27100000,"132,1",205148,Fjölbýli
2007-05,0,113,25000000,"110,2",226860,Fjölbýli
2007-05,0,104,32800000,"141,1",232459,Fjölbýli
2007-04,0,111,15700000,"82,9",189385,Fjölbýli
2007-04,0,113,24900000,"101,8",244597,Fjölbýli
2007-04,0,113,33300000,"134,4",247768,Fjölbýli
2007-05,0,113,17300000,"72,9",237311,Fjölbýli
2007-05,0,101,31000000,"151,2",205026,Fjölbýli
2007-05,0,111,16400000,"79,9",205257,Fjölbýli
2007-05,0,101,26000000,"83,4",311751,Fjölbýli
2007-05,8613,860,18000000,"186,0",96774,Einbýli
2007-05,8000,900,3249000,"65,0",49985,Fjölbýli
2007-04,8000,900,3900000,"48,4",80579,Fjölbýli
2007-05,2510,250,15000000,"108,7",137994,Einbýli
2007-05,2300,240,11400000,"61,3",185971,Sérbýli
2007-05,8401,781,7800000,"135,8",57437,Einbýli
2007-05,8401,780,8300000,"103,6",80116,Fjölbýli
2007-03,0,113,21400000,"83,9",255066,Fjölbýli
2007-05,0,105,15700000,"58,5",268376,Fjölbýli
2007-05,0,104,19900000,"84,7",234947,Fjölbýli
2007-04,0,101,39000000,"98,0",397959,Einbýli
2007-05,0,101,20500000,"86,2",237819,Fjölbýli
2007-05,0,107,22000000,"122,2",180033,Fjölbýli
2007-04,0,105,24000000,"130,1",184473,Fjölbýli
2007-05,0,104,26000000,"120,1",216486,Fjölbýli
2007-05,0,108,25300000,"120,5",209959,Fjölbýli
2007-05,0,107,28400000,"125,7",225935,Fjölbýli
2007-05,0,105,18000000,"74,1",242915,Fjölbýli
2007-05,6000,603,14300000,"94,1",151966,Fjölbýli
2007-05,6000,603,10400000,"60,7",171334,Fjölbýli
2007-05,6000,600,26000000,"188,8",137712,Fjölbýli
2007-05,1400,220,25100000,"110,2",227768,Fjölbýli
2007-05,1400,220,13000000,"53,6",242537,Fjölbýli
2007-05,1400,220,14300000,"59,6",239933,Fjölbýli
2007-05,1000,200,18900000,"85,3",221571,Fjölbýli
2007-05,1000,200,15350000,"54,1",283734,Fjölbýli
2007-05,1000,203,58700000,"246,9",237748,Sérbýli
2007-04,7300,740,10700000,"137,8",77649,Fjölbýli
2007-05,7300,760,10200000,"239,2",42642,Einbýli
2007-05,0,104,115000000,"406,6",282833,Fjölbýli
2007-05,1604,270,26500000,"109,7",241568,Fjölbýli
2007-05,0,112,44900000,"168,4",266627,Sérbýli
2007-03,1400,221,24000000,"106,7",224930,Fjölbýli
2007-05,1300,210,33900000,"138,4",244942,Fjölbýli
2007-05,0,110,19400000,"104,0",186538,Fjölbýli
2007-04,1000,203,22900000,"95,9",238790,Fjölbýli
2007-05,1000,203,22700000,"95,9",236705,Fjölbýli
2007-05,7300,740,14000000,"131,2",106707,Einbýli
2007-05,1000,200,31000000,"114,0",271930,Fjölbýli
2007-05,2000,230,31800000,"165,0",192727,Sérbýli
2007-05,2510,245,15110000,"93,4",161777,Fjölbýli
2007-05,2000,260,27000000,"158,0",170886,Einbýli
2007-05,1400,221,23300000,"110,2",211434,Fjölbýli
2007-05,1400,221,21000000,"96,3",218069,Fjölbýli
2007-05,0,108,15400000,"57,9",265976,Fjölbýli
2007-05,0,112,23200000,"106,0",218868,Fjölbýli
2007-05,3000,300,15500000,"114,0",135965,Fjölbýli
2007-05,6000,600,8200000,"90,9",90209,Fjölbýli
2007-05,8200,800,21500000,"152,5",140984,Fjölbýli
2007-05,8716,810,26000000,"138,3",187997,Sérbýli
2007-05,1400,221,20900000,"93,6",223291,Fjölbýli
2007-05,0,101,25500000,"111,3",229111,Fjölbýli
2007-05,0,112,19700000,"85,2",231221,Fjölbýli
2007-05,0,107,87000000,"268,5",324022,Einbýli
2007-05,0,112,18000000,"73,5",244898,Fjölbýli
2007-05,0,112,33000000,"180,0",183333,Fjölbýli
2007-04,0,113,22000000,"93,3",235798,Fjölbýli
2007-04,0,107,24200000,"84,7",285714,Fjölbýli
2007-05,0,112,25900000,"125,6",206210,Fjölbýli
2007-05,0,109,16700000,"83,5",200000,Fjölbýli
2007-05,3000,300,11500000,"59,3",193929,Fjölbýli
2007-05,3000,300,15100000,"91,6",164847,Fjölbýli
2007-04,3609,310,16600000,"118,8",139731,Einbýli
2007-04,5716,550,8500000,"62,1",136876,Fjölbýli
2007-05,6000,600,37400000,"245,8",152156,Einbýli
2007-05,6000,600,32700000,"159,1",205531,Einbýli
2007-05,6000,600,11000000,"49,9",220441,Fjölbýli
2007-05,8613,860,23000000,"179,4",128205,Einbýli
2007-04,8200,800,56000000,"275,9",202972,Einbýli
2007-05,8716,810,28500000,"146,6",194407,Einbýli
2007-05,6100,640,18500000,"147,9",125085,Sérbýli
2007-04,7400,700,28800000,"138,9",207343,Sérbýli
2007-04,8401,780,7500000,"83,1",90253,Fjölbýli
2007-05,0,107,64000000,"204,2",313418,Fjölbýli
2007-05,0,105,41000000,"127,6",321317,Fjölbýli
2007-05,1000,203,22900000,"95,6",239540,Fjölbýli
2007-04,7400,700,22800000,"175,5",129915,Fjölbýli
2007-04,7400,700,27200000,"184,2",147666,Einbýli
2007-04,8401,780,12900000,"186,2",69280,Einbýli
2007-05,6000,600,10450000,"66,8",156437,Fjölbýli
2007-05,1300,210,22000000,"82,0",268293,Fjölbýli
2007-05,1000,200,26500000,"96,4",274896,Einbýli
2007-04,6000,600,12500000,"78,0",160256,Fjölbýli
2007-05,6000,600,16000000,"84,5",189349,Fjölbýli
2007-04,1400,221,39500000,"154,0",256494,Sérbýli
2007-05,1000,200,48000000,"154,5",310680,Fjölbýli
2007-05,1000,203,22900000,"95,5",239791,Fjölbýli
2007-05,1000,200,18400000,"77,5",237419,Fjölbýli
2007-04,7300,735,21000000,"124,5",168675,Einbýli
2007-05,8000,900,19000000,"264,9",71725,Einbýli
2007-05,1400,220,13800000,"51,6",267442,Fjölbýli
2007-05,1000,200,36500000,"146,5",249147,Fjölbýli
2007-05,1000,203,32800000,"140,6",233286,Fjölbýli
2007-04,1000,200,66000000,"165,6",398551,Fjölbýli
2007-05,1000,201,26100000,"103,0",253398,Fjölbýli
2007-05,1000,201,47000000,"196,9",238700,Einbýli
2007-05,1000,203,25300000,"88,2",286848,Fjölbýli
2007-05,1000,200,11250000,"36,6",307377,Fjölbýli
2007-05,1400,221,39000000,"156,9",248566,Sérbýli
2007-05,0,105,7900000,"33,9",233038,Fjölbýli
2007-05,0,113,31000000,"129,8",238829,Fjölbýli
2007-05,0,108,20500000,"79,4",258186,Fjölbýli
2007-05,0,113,23500000,"106,6",220450,Fjölbýli
2007-05,0,104,17300000,"74,2",233154,Fjölbýli
2007-05,0,105,20000000,"82,1",243605,Fjölbýli
2007-05,8200,800,25900000,"166,7",155369,Sérbýli
2007-05,0,112,14600000,"82,7",176542,Fjölbýli
2007-05,0,105,15200000,"69,5",218705,Fjölbýli
2007-05,0,112,33800000,"152,8",221204,Fjölbýli
2007-05,0,109,19150000,"93,8",204158,Fjölbýli
2007-05,0,105,26000000,"86,5",300578,Fjölbýli
2007-05,0,105,22300000,"97,1",229660,Fjölbýli
2007-05,0,109,17300000,"82,9",208685,Fjölbýli
2007-04,0,110,30400000,"117,8",258065,Fjölbýli
2007-03,0,108,16500000,"67,5",244444,Fjölbýli
2007-05,0,104,23000000,"108,7",211592,Fjölbýli
2007-05,0,108,30100000,"129,6",232253,Sérbýli
2007-05,0,109,19400000,"113,7",170624,Fjölbýli
2007-05,0,101,19000000,"79,2",239899,Fjölbýli
2007-05,0,107,37700000,"151,0",249669,Fjölbýli
2007-05,6000,603,15500000,"108,8",142463,Fjölbýli
2007-05,8614,850,9000000,"63,1",142631,Fjölbýli
2007-05,2510,245,22000000,"148,6",148048,Einbýli
2007-04,2000,260,19800000,"113,3",174757,Fjölbýli
2007-03,2000,260,20500000,"145,2",141185,Sérbýli
2007-05,1400,221,18500000,"85,0",217647,Fjölbýli
2007-05,0,112,19500000,"79,9",244055,Fjölbýli
2007-05,0,101,15000000,"44,1",340136,Fjölbýli
2007-05,3609,310,24100000,"145,3",165864,Fjölbýli
2007-05,1000,200,52500000,"262,5",200000,Einbýli
2007-05,1000,200,41000000,"437,3",93757,Sérbýli
2007-05,0,110,25500000,"93,0",274194,Fjölbýli
2007-05,0,104,17900000,"72,7",246217,Fjölbýli
2007-04,1300,210,21500000,"59,7",360134,Sérbýli
2007-05,1400,221,42100000,"169,7",248085,Einbýli
2007-04,7400,700,8100000,"54,2",149446,Fjölbýli
2007-05,0,108,18000000,"101,6",177165,Fjölbýli
2007-05,4100,415,3500000,"69,3",50505,Fjölbýli
2007-05,0,101,19750000,"70,5",280142,Fjölbýli
2007-04,6250,625,7500000,"96,6",77640,Sérbýli
2007-05,0,110,19600000,"97,8",200409,Fjölbýli
2007-05,0,101,25750000,"178,6",144177,Einbýli
2007-04,6250,625,12500000,"157,8",79214,Einbýli
2007-05,8717,815,17300000,"131,1",131960,Einbýli
2007-05,1000,203,28700000,"125,4",228868,Fjölbýli
2007-05,1000,203,25600000,"109,7",233364,Fjölbýli
2007-04,1000,203,22200000,"111,2",199640,Fjölbýli
2007-05,1000,201,24800000,"96,0",258333,Fjölbýli
2007-05,7400,nan,24000000,"205,0",117073,Einbýli
2007-05,1400,220,17500000,"99,6",175703,Fjölbýli
2007-05,1400,221,23000000,"109,1",210816,Fjölbýli
2007-05,1300,210,24800000,"81,6",303922,Fjölbýli
2007-05,1000,203,39500000,"173,1",228192,Fjölbýli
2007-05,2000,260,29500000,"156,0",189103,Einbýli
2007-05,2000,230,14600000,"90,9",160616,Fjölbýli
2007-05,2000,230,14800000,"77,3",191462,Fjölbýli
2007-04,2000,230,18300000,"138,4",132225,Fjölbýli
2007-04,3000,300,21700000,"106,0",204717,Fjölbýli
2007-05,3000,300,24500000,"126,3",193983,Fjölbýli
2007-05,8716,810,26900000,"152,8",176047,Sérbýli
2007-05,0,110,26500000,"119,1",222502,Fjölbýli
2007-05,0,108,53000000,"209,2",253346,Sérbýli
2007-05,0,109,19200000,"106,5",180282,Fjölbýli
2007-05,0,111,16500000,"83,8",196897,Fjölbýli
2007-05,0,105,37000000,"111,3",332435,Fjölbýli
2007-05,0,105,12500000,"46,2",270563,Fjölbýli
2007-05,3000,300,21300000,"107,8",197588,Fjölbýli
2007-05,6000,603,16100000,"94,5",170370,Sérbýli
2007-05,6000,603,30000000,"174,2",172216,Einbýli
2007-05,6000,600,18530000,"99,0",187172,Fjölbýli
2007-05,0,112,25200000,"129,7",194295,Fjölbýli
2007-05,0,107,17000000,"78,9",215463,Fjölbýli
2007-05,0,101,17500000,"65,0",269231,Fjölbýli
2007-05,0,101,30000000,"119,4",251256,Fjölbýli
2007-05,0,105,17350000,"64,0",271094,Fjölbýli
2007-04,6000,600,27500000,"186,1",147770,Einbýli
2007-05,8200,800,20100000,"105,4",190702,Einbýli
2007-05,8200,800,11500000,"74,8",153743,Fjölbýli
2007-05,8200,825,13000000,"106,0",122642,Einbýli
2007-04,1300,210,22300000,"83,8",266110,Fjölbýli
2007-05,6100,640,24000000,"295,3",81273,Einbýli
2007-05,0,104,35400000,"123,2",287338,Fjölbýli
2007-05,0,112,29500000,"140,3",210264,Fjölbýli
2007-05,0,105,18500000,"100,9",183350,Fjölbýli
2006-11,4200,400,16200000,"97,7",165814,Fjölbýli
2007-05,6000,600,14000000,"83,7",167264,Fjölbýli
2007-05,1400,220,33500000,"196,0",170918,Fjölbýli
2007-05,1300,210,34900000,"136,0",256618,Fjölbýli
2007-05,1400,221,29600000,"123,7",239289,Fjölbýli
2007-05,1400,221,20400000,"92,9",219591,Fjölbýli
2007-05,1300,210,34900000,"139,9",249464,Fjölbýli
2007-05,1300,210,28900000,"114,1",253287,Fjölbýli
2007-05,1000,203,22300000,"96,1",232050,Fjölbýli
2007-05,1300,210,33900000,"138,8",244236,Fjölbýli
2007-05,7300,750,16200000,"181,2",89404,Einbýli
2007-05,0,105,46500000,"198,7",234021,Fjölbýli
2007-05,1300,210,42500000,"133,8",317638,Fjölbýli
2007-05,1000,200,17900000,"75,1",238349,Fjölbýli
2007-05,1400,220,17500000,"93,3",187567,Fjölbýli
2007-05,0,112,16900000,"67,0",252239,Fjölbýli
2007-05,8717,815,18500000,"130,4",141871,Einbýli
2007-05,0,110,21750000,"88,1",246879,Fjölbýli
2007-05,0,112,22800000,"100,3",227318,Fjölbýli
2007-05,0,111,12600000,"59,6",211409,Fjölbýli
2007-05,0,111,19900000,"113,1",175950,Fjölbýli
2007-05,0,110,17500000,"75,3",232404,Fjölbýli
2007-05,0,105,15800000,"70,7",223479,Fjölbýli
2007-05,1604,270,43500000,"189,1",230037,Einbýli
2007-05,0,101,85000000,"232,9",364964,Fjölbýli
2007-05,0,101,16500000,"59,0",279661,Fjölbýli
2007-05,0,109,19000000,"105,8",179584,Fjölbýli
2007-05,0,105,35100000,"104,1",337176,Fjölbýli
2007-04,0,107,27500000,"110,7",248419,Fjölbýli
2007-05,0,110,16200000,"84,0",192857,Fjölbýli
2007-05,0,104,40000000,"173,5",230548,Einbýli
2007-05,0,112,19000000,"86,1",220674,Fjölbýli
2007-05,1604,270,27300000,"111,7",244405,Fjölbýli
2007-05,6000,603,16800000,"83,7",200717,Fjölbýli
2007-05,8000,900,7000000,"150,2",46605,Einbýli
2007-05,6100,640,8200000,"83,1",98676,Fjölbýli
2007-04,7400,700,25800000,"177,8",145107,Einbýli
2007-05,0,107,20900000,"74,7",279786,Fjölbýli
2007-05,0,111,17700000,"103,2",171512,Fjölbýli
2007-05,0,111,26700000,"144,9",184265,Fjölbýli
2007-05,6000,600,16300000,"104,3",156280,Fjölbýli
2007-05,6000,600,15400000,"127,7",120595,Fjölbýli
2007-05,8000,900,5200000,"86,2",60325,Fjölbýli
2007-05,8000,900,5300000,"83,1",63779,Fjölbýli
2007-05,8716,810,24550000,"99,5",246734,Sérbýli
2007-04,2000,230,19300000,"148,3",130142,Fjölbýli
2007-04,2000,260,18500000,"102,2",181018,Fjölbýli
2007-03,2000,260,25400000,"146,9",172907,Fjölbýli
2007-05,1400,220,16300000,"72,5",224828,Fjölbýli
2007-05,1000,200,14800000,"50,4",293651,Fjölbýli
2007-05,0,113,20100000,"74,4",270161,Fjölbýli
2007-05,6000,603,28400000,"147,8",192152,Sérbýli
2007-05,6000,603,13400000,"80,2",167082,Fjölbýli
2007-05,8509,880,5000000,"132,9",37622,Fjölbýli
2007-05,8716,810,12700000,"76,7",165580,Fjölbýli
2007-05,8716,810,18300000,"91,2",200658,Sérbýli
2007-04,1000,201,28500000,"104,9",271687,Fjölbýli
2007-04,7300,750,7500000,"89,5",83799,Einbýli
2007-05,7300,735,22500000,"202,0",111386,Einbýli
2007-05,1400,220,20500000,"70,2",292023,Fjölbýli
2007-05,1400,220,28500000,"94,6",301268,Fjölbýli
2007-05,1400,221,21100000,"92,5",228108,Fjölbýli
2007-05,1000,203,33000000,"140,8",234375,Fjölbýli
2007-05,0,105,95000000,"303,0",313531,Einbýli
2007-05,0,104,17700000,"54,9",322404,Fjölbýli
2007-04,3709,350,11000000,"92,8",118534,Fjölbýli
2007-05,1000,203,30900000,"129,3",238979,Fjölbýli
2007-05,2000,230,18000000,"114,4",157343,Fjölbýli
2007-05,1000,200,20700000,"95,2",217437,Fjölbýli
2007-05,1000,203,55000000,"254,4",216195,Sérbýli
2007-05,7300,740,12800000,"111,1",115212,Fjölbýli
2007-05,7400,765,8500000,"116,0",73276,Einbýli
2007-05,1300,210,28900000,"116,0",249138,Fjölbýli
2007-05,1000,203,33800000,"143,6",235376,Fjölbýli
2007-05,1000,203,24750000,"99,1",249748,Fjölbýli
2007-05,1000,203,24500000,"277,7",88225,Fjölbýli
2007-05,1400,221,26000000,"110,5",235294,Fjölbýli
2007-05,1000,200,12500000,"36,2",345304,Fjölbýli
2007-05,1000,201,22400000,"92,7",241640,Fjölbýli
2007-05,0,105,24400000,"101,2",241107,Fjölbýli
2007-05,0,111,19400000,"110,8",175090,Fjölbýli
2007-05,0,101,19800000,"73,6",269022,Fjölbýli
2007-05,0,109,21400000,"118,9",179983,Fjölbýli
2007-05,0,108,31400000,"117,2",267918,Fjölbýli
2007-05,0,110,44700000,"186,9",239165,Einbýli
2007-05,1604,270,20700000,"99,8",207415,Fjölbýli
2007-05,0,107,22000000,"90,0",244444,Fjölbýli
2007-05,0,107,22300000,"110,2",202359,Fjölbýli
2007-05,0,112,28000000,"125,2",223642,Fjölbýli
2007-05,0,110,33700000,"127,5",264314,Fjölbýli
2007-05,3000,300,9300000,"86,2",107889,Fjölbýli
2007-05,1000,203,25500000,"97,5",261538,Fjölbýli
2007-05,0,108,18800000,"75,0",250667,Fjölbýli
2007-05,0,104,17500000,"75,9",230567,Fjölbýli
2007-05,0,111,12700000,"57,3",221640,Fjölbýli
2007-05,6000,600,26000000,"153,5",169381,Einbýli
2007-05,1300,210,45300000,"201,9",224368,Sérbýli
2007-05,1300,210,35100000,"123,4",284441,Fjölbýli
2007-05,1000,201,22400000,"80,1",279650,Fjölbýli
2007-05,7400,700,18550000,"156,0",118910,Fjölbýli
2007-05,0,104,38700000,"166,7",232154,Sérbýli
2007-05,1100,170,14400000,"52,4",274809,Fjölbýli
2007-05,2000,230,29900000,"163,7",182651,Einbýli
2007-05,1300,210,33900000,"139,7",242663,Fjölbýli
2007-05,7400,700,34049000,"192,4",176970,Einbýli
2007-05,0,105,50800000,"231,7",219249,Sérbýli
2007-05,6000,603,20600000,"102,0",201961,Fjölbýli
2007-05,6000,600,26200000,"154,5",169579,Einbýli
2007-05,6000,600,23400000,"143,1",163522,Sérbýli
2007-04,2000,230,30000000,"109,9",272975,Fjölbýli
2007-05,0,111,15000000,"74,6",201072,Fjölbýli
2007-05,2000,230,12900000,"74,8",172460,Fjölbýli
2007-05,7300,740,7800000,"103,2",75581,Einbýli
2007-05,1000,201,26400000,"100,2",263473,Fjölbýli
2007-05,1000,200,31200000,"113,6",274648,Fjölbýli
2007-05,2000,230,13000000,"79,0",164557,Fjölbýli
2007-05,7300,740,8000000,"82,2",97324,Sérbýli
2007-05,8401,780,6300000,"67,5",93333,Fjölbýli
2007-05,8401,780,8800000,"127,2",69182,Sérbýli
2007-05,1400,221,31900000,"142,6",223703,Fjölbýli
2007-05,1400,220,19600000,"100,5",195025,Fjölbýli
2007-05,1400,220,15300000,"59,6",256711,Fjölbýli
2007-05,3000,300,27300000,"153,8",177503,Einbýli
2007-05,3000,300,20100000,"184,2",109121,Fjölbýli
2007-05,0,112,25000000,"103,4",241779,Fjölbýli
2007-05,0,110,24500000,"86,6",282910,Fjölbýli
2007-05,0,113,37000000,"168,9",219065,Sérbýli
2007-05,6000,603,11500000,"56,8",202465,Fjölbýli
2007-05,6000,600,38000000,"132,9",285929,Fjölbýli
2007-05,6000,600,15100000,"114,7",131648,Fjölbýli
2007-05,8716,810,26900000,"153,5",175244,Sérbýli
2007-05,8716,810,17500000,"100,0",175000,Sérbýli
