FAERSLUNUMER,FASTNUM,HEIMILISFANG,POSTNR,UTGDAG,KAUPVERD,FASTEIGNAMAT,FASTEIGNAMAT_GILDANDI,BYGGAR,EINFLM,FJHERB
606800,2353653,Garðatorg 2A,210,2016-04-29,50400,4500,89950,    ,"102,9",2
606801,2223764,Brekkuhlíð 10,221,2016-05-09,53500,45700,116900,1995,"175,9",3
606802,2041055,Baughús 20,112,2016-05-10,34000,34450,87650,1991,"132,2",2
606803,2263915,Kristnibraut 69,113,2016-05-06,39100,32400,73150,2003,"119,7",2
606804,2357875,Hvaleyrarbraut 22,220,2016-05-12,22100,13250,7550,1952,"159,7",
606805,2065529,Sæbólsbraut 23,200,2016-05-13,47900,43250,116550,1985,"181,8",4
606806,2071593,Lyngmóar 10,210,2016-05-17,37000,33150,72250,1978,"130,2",2
606807,2267735,Daggarvellir 7,221,2016-05-13,38200,29950,73650,2004,"120,1",3
606808,2009166,Bergstaðastræti 60,101,2016-05-06,69500,76950,136350,1930,"224,8",5
606809,2061940,Hlíðarhjalli 55,200,2016-04-27,25500,21950,54300,1988,"68,2",1
606810,2077111,Klukkuberg 39,221,2016-05-06,32500,28150,73650,1992,"106,7",3
606811,2040174,Flétturimi 11,112,2016-05-04,28250,25350,64900,1992,"108,9",2
606812,2294705,Sóleyjarimi 23,112,2016-05-04,39900,33000,74700,2007,"118,0",3
606813,2272840,Selvað 7,110,2016-05-06,38500,31500,72650,2006,"103,0",3
606814,2254538,Kríuás 47,221,2016-05-06,26200,22700,57750,2002,"77,7",2
606815,2059646,Digranesvegur 73,200,2016-05-04,48000,43750,108950,1957,"169,5",4
606816,2032664,Miðleiti 3,103,2016-05-04,42300,34050,75450,1983,"126,6",2
606817,2271198,Reiðvað 1,110,2016-05-04,31500,28500,66550,2004,"97,1",2
606818,2027543,Birkimelur 8A,107,2016-05-10,40800,31100,73150,1953,"97,1",1
606819,2271186,Reiðvað 1,110,2016-05-10,41800,33800,77450,2004,"122,7",3
606820,2223834,Gullsmári 9,201,2016-05-09,37000,24750,58600,1996,"72,3",2
606821,2254505,Furuás 5,210,2016-05-04,84000,76400,165500,2002,"225,7",4
606822,2079044,Smárabarð 2,220,2016-05-04,28000,22200,57800,1987,"93,0",2
606823,2248116,Kríuás 9,221,2016-05-06,33900,27700,65150,2002,"92,5",2
606824,2075869,Holtsgata 18,220,2016-05-04,21900,21100,54350,1951,"81,3",1
606825,2216265,Laufengi 8,112,2016-05-10,29000,25200,62050,1994,"93,5",3
606826,2002327,Ásvallagata 60,101,2016-04-29,77500,54750,132400,1934,"193,9",3
606827,2076875,Þúfubarð 17,220,2016-05-06,21400,18100,47800,1989,"69,0",1
606828,2077631,Lækjargata 14,220,2016-05-06,50900,46150,110850,1903,"179,2",3
606829,2294943,Stórikriki 13,270,2016-05-04,74000,64800,146650,2007,"244,5",3
606830,2269134,Álfkonuhvarf 65,203,2016-05-06,31500,26350,62300,2004,"78,7",1
